,e1_out_mean,e2_out_mean,e1_out_std,e2_out_std
0,-0.66998917,-0.2777943,0.11164556,0.10627363
1,-0.024958227,0.070621744,0.059725523,0.06000697
2,0.1590112,0.28630963,0.11098067,0.100426316
3,0.27887627,0.18238106,0.08064293,0.069355965
4,0.27405366,-0.13409904,0.07396968,0.06799007
5,-0.010500765,-0.003924926,0.10256489,0.087729774
6,0.057309464,-0.018081326,0.24342123,0.26045775
7,-0.27031222,-0.103589766,0.16123834,0.18269674
8,0.00096373353,-0.18762499,0.076026574,0.059745163
9,0.055080384,-0.16879316,0.18999413,0.16833004
10,0.1505019,0.064831294,0.092271484,0.08855299
11,-0.4692319,-0.64123505,0.08940231,0.09517302
12,0.08570742,-0.0049289213,0.14054285,0.1164318
13,-0.029618189,0.066287294,0.070583284,0.064179175
14,0.20841564,0.052450616,0.098552145,0.095960274
15,0.26671353,-0.018351693,0.17513432,0.16351438
16,-0.10835132,-0.29920164,0.1062255,0.10704261
17,0.018044498,0.13423957,0.09618583,0.08214226
18,-0.07984557,0.00030385237,0.17233507,0.16163488
19,-0.060864083,0.49234864,0.10000368,0.10944506
20,-0.039942317,0.1354485,0.099218756,0.11082663
21,-0.009060374,0.07984716,0.08133651,0.07264881
22,0.29235658,0.10251708,0.06770501,0.05451236
23,-0.44872126,0.611717,0.14611731,0.14906435
24,0.0047162594,-0.091791734,0.080562316,0.07862593
25,0.04085144,0.28837076,0.104851045,0.09317825
26,0.014927802,-0.043909397,0.083855726,0.084080435
27,-0.029325627,0.017528694,0.11258056,0.11132202
28,-0.16208375,-0.28335863,0.052263778,0.054361753
29,-0.26931813,-0.099525705,0.13349596,0.12259932
30,8.762814e-06,0.044191793,0.04860312,0.04239785
31,0.060482726,-0.21006517,0.0604359,0.04785687
32,-0.36491147,-0.0053954544,0.05630658,0.052324113
33,0.1693965,0.30445632,0.2523373,0.23243025
34,0.13043551,0.42921844,0.08130806,0.05863549
35,0.11903052,0.05331062,0.07148369,0.053563207
36,-0.1593232,-0.1479568,0.08153816,0.083022855
37,0.46649772,0.18546472,0.1067384,0.10871654
38,-0.10958718,0.28236064,0.1700625,0.15256497
39,-0.2653899,0.2284228,0.100905895,0.09667078
40,-0.06095656,0.029329572,0.11740587,0.10576785
41,-0.011870976,0.17398635,0.08297146,0.08260085
42,-0.4801773,-0.04043893,0.09373584,0.07033863
43,-0.04831554,-0.1436872,0.04671314,0.036161486
44,0.31848887,0.060107935,0.077879965,0.070244126
45,-0.15040003,0.35624126,0.097677976,0.07429003
46,0.17268136,-0.084436454,0.039993547,0.03783332
47,-0.02110476,-0.14604421,0.053618055,0.04611833
48,-0.34661272,-0.0031108754,0.079867646,0.06780463
49,-0.34776148,-0.067901865,0.11297917,0.11117218
50,-0.3497064,-0.023642503,0.08111658,0.07801306
51,0.4475002,-0.36334276,0.092016004,0.07805646
52,-0.12905861,0.020441312,0.062500395,0.049911324
53,-0.33886984,-0.045719523,0.07425771,0.07203687
54,0.024526708,-0.0058056014,0.08148431,0.07235143
55,0.505296,0.14859901,0.04526049,0.028614338
56,0.06024068,0.678574,0.0675955,0.07104956
57,-0.17663927,-0.048763406,0.057535768,0.048879914
58,0.122865155,0.037856888,0.04635038,0.04523325
59,-0.20000564,0.14587744,0.16381107,0.14665622
60,0.8141356,0.30879235,0.06904167,0.05082401
61,0.031309225,0.047504317,0.065523975,0.062241506
62,0.09711475,-0.2628839,0.078403115,0.079329014
63,-0.04448194,-0.23661359,0.03710856,0.030623117
64,-0.31305996,-0.2598547,0.13664936,0.110221595
65,0.12078826,-0.46007213,0.09793709,0.10304591
66,0.1974136,0.13250366,0.071640044,0.06884616
67,0.8405861,-0.25384933,0.1768287,0.1427571
68,0.35650253,-0.26671743,0.12083569,0.11673982
69,-0.0646269,0.11866234,0.10993363,0.10104587
70,0.019678142,0.07445623,0.08084207,0.07934695
71,0.07687682,-0.06971672,0.09430586,0.0863845
72,-0.054007955,-0.06719894,0.03613711,0.040600147
73,0.1973973,0.26850623,0.08560846,0.07050486
74,0.31805205,0.26908478,0.12519331,0.092924885
75,0.11536148,0.33882877,0.08472498,0.08852229
76,-0.61008555,-0.24445753,0.16168334,0.15235476
77,-0.21477576,0.3982087,0.09707635,0.10292205
78,0.212541,0.118039116,0.1308411,0.1229279
79,0.24737714,0.13836397,0.1211736,0.10476247
80,-0.10080961,-0.07090142,0.21639581,0.21026745
81,0.017012887,0.077700034,0.09472116,0.07319117
82,-0.058249302,0.16635953,0.083624505,0.07895407
83,0.12994076,-0.11028536,0.06143124,0.047908
84,-0.029385947,0.00052538794,0.09598549,0.08080841
85,0.16967697,-0.46553072,0.067928135,0.06410591
86,-0.029038899,-0.52891946,0.09084016,0.09734627
87,-0.19650269,-0.07338158,0.059370816,0.06091568
88,-0.064794205,-0.05650344,0.1816291,0.13473874
89,-0.042444967,-0.047402952,0.1498879,0.12351558
90,-0.09536213,-0.028968293,0.32553732,0.26544923
91,0.32421723,0.20558219,0.09798618,0.081194
92,0.35633516,0.47861347,0.085329264,0.081267074
93,-0.073917374,0.4913517,0.19523364,0.20100832
94,-0.018727988,-0.12597977,0.057382695,0.05368191
95,-0.08739791,-0.32849237,0.06939596,0.07351153
96,0.31965545,-0.3188587,0.05836657,0.05669642
97,-0.14751437,0.08315096,0.04713639,0.050416805
98,0.0002460787,-0.014807058,0.03239928,0.02695189
99,0.49023196,0.13347198,0.08504825,0.07575608
100,-0.15973327,0.02133495,0.091139264,0.08749796
101,-0.12892981,-0.72306013,0.102242075,0.10658862
102,-0.013062603,-0.10663917,0.04592441,0.050960943
103,-0.058395065,-0.13087787,0.06900707,0.06826384
104,-0.33240968,-0.608902,0.05992899,0.07029802
105,-0.36883816,-0.04171229,0.085833855,0.07760539
106,0.12642334,-0.058348935,0.20364796,0.19089083
107,0.24811809,-0.08460423,0.21065682,0.20201342
108,0.05056548,-0.5368141,0.12525602,0.1263848
109,0.08645548,-0.04107114,0.06774624,0.050032277
110,-0.3177347,-0.0508675,0.11385881,0.113960445
111,0.103449054,0.30886304,0.19961971,0.17831126
112,0.071453966,0.007668878,0.09935379,0.08091698
113,-0.20962815,-0.12870312,0.058767933,0.057583574
114,-0.25911027,0.5372958,0.047996663,0.05545179
115,0.2791545,0.030427124,0.14769647,0.12937412
116,-0.17100842,-0.06909741,0.05849217,0.053961154
117,-0.011754698,0.20857333,0.07355542,0.060084414
118,0.048354313,0.03609776,0.103431374,0.097901575
119,0.6842556,0.17402804,0.06424153,0.04605097
120,0.049877558,0.05257077,0.087192185,0.08033583
121,-0.2362612,0.095761165,0.13854785,0.13938536
122,-0.51251686,0.24225543,0.09841356,0.08944553
123,0.34376016,-0.06340733,0.0630538,0.05490565
124,-0.026439331,0.067472674,0.13718474,0.11182099
125,0.11031391,-0.008092937,0.1431847,0.1444751
126,0.03339552,0.029069636,0.059941344,0.042577144
127,-0.03353548,0.16629131,0.10684373,0.10331429
128,-0.0022251522,0.19385557,0.0706446,0.06352199
129,-0.076615974,0.01859546,0.10749529,0.100923166
130,-0.1126996,0.15500908,0.03897939,0.040999357
131,0.016126484,0.08289692,0.074486785,0.06998574
132,-0.7620465,-0.26625443,0.10164684,0.07789233
133,0.058755293,0.011200125,0.22119853,0.21952844
134,0.24145444,-0.07813591,0.1910088,0.17606652
135,-0.15766762,0.25784305,0.33957002,0.36512658
136,0.026699387,-0.015847731,0.06043803,0.063937634
137,-0.039489992,0.3145918,0.056985606,0.058649376
138,0.052036993,0.100933194,0.040211953,0.036976762
139,0.3564104,-0.7500033,0.12235126,0.14084466
140,0.0748103,-0.15204276,0.0646525,0.06351073
141,-0.04434181,-0.3756103,0.04864003,0.047358774
142,-0.08909829,0.10388318,0.048077784,0.050344188
143,-0.23947947,0.1148399,0.06886876,0.051811554
144,0.15825333,0.25138214,0.23904942,0.23135011
145,0.19890538,0.24178131,0.10552387,0.09745491
146,-0.37100548,-0.17029382,0.14796053,0.1476828
147,-0.16671823,-0.1904206,0.1344757,0.1145921
148,-0.19211677,-0.10430544,0.05003459,0.04141811
149,0.41935858,0.17907031,0.15449779,0.14838873
150,0.03666325,-0.006492057,0.04320984,0.034301892
151,-0.23849678,0.04320125,0.07823136,0.073186085
152,-0.16348507,0.18256027,0.057411738,0.054324847
153,-0.37524474,0.18701003,0.06142597,0.045567367
154,-0.061382584,-0.03499036,0.15791754,0.17327894
155,-0.20264949,-0.4556782,0.039895505,0.040997125
156,-0.6301447,0.093175545,0.13408273,0.12724772
157,-0.16707514,-0.0770596,0.076962575,0.07167634
158,-0.1564249,0.1238917,0.04686786,0.048959184
159,-0.3533314,0.04410449,0.14714375,0.1578654
160,-0.27384266,0.3022314,0.0582874,0.05832837
161,-0.24541108,0.2944484,0.059197474,0.056872275
162,-0.104476556,-0.11734693,0.091960005,0.10169481
163,-0.121096954,-0.20632592,0.18056424,0.15154643
164,-0.039710075,-0.028782122,0.107723735,0.10284831
165,-0.7031727,0.052396122,0.06863482,0.05956984
166,-0.23611104,-0.11651906,0.08445298,0.078360684
167,-0.0118874,0.039511327,0.084737256,0.0868903
168,0.13961528,-0.12401593,0.07818032,0.068246886
169,0.19199148,-0.30786568,0.15104228,0.14806354
170,-0.053839605,-0.37757012,0.12202623,0.1313673
171,-0.19507557,0.060300592,0.054844797,0.054990783
