,id,e1,e2,shear_1,shear_2,redshift,redshift_true,blendedness,snr_r,convergence,e1_hsm_regauss,e2_hsm_regauss,mag_r_meas,mag_r_true,e1_in_ksb,e1_out_ksb,e1_error_ksb,e2_in_ksb,e2_out_ksb,e2_error_ksb,e_in_ksb,e_out_ksb,e_error_ksb,e1_in_reg,e1_out_reg,e1_error_reg,e2_in_reg,e2_out_reg,e2_error_reg,e_in_reg,e_out_reg,e_error_reg,e_in_obs_ksb,e_out_obs_ksb,e_obs_error_ksb,mag_in,mag_out,delta_mag
0,6000542719,0.1079389866366205,-0.3781437727510861,0.0034009695643505977,0.001616102020758261,0.5553945635835031,0.5550241470336914,0.0,143.52655267940068,0.008880102009502622,-0.2469480037689209,-0.7602381110191345,22.148917620238162,22.562442468707506,-0.12233299762010574,-0.158589169383049,-0.03625617176294327,-0.44328194856643677,-0.5377944111824036,-0.0945124626159668,0.45985242005623705,0.5606900688835442,0.10083764882730717,-0.1886925846338272,-0.21894225478172302,-0.030249670147895813,-0.681207001209259,-0.748390257358551,-0.06718325614929199,0.7068577438157592,0.7797587371989513,0.07290099338319211,0.4343463864032042,0.4996623858982073,0.06531599949500305,22.59593096481402,22.547308,-0.04862299667437142
1,7002508926,0.03013658390191807,0.07818570432716329,-0.0004342784767954466,-0.007706318022707237,1.035572037833484,1.0342295169830322,0.0,45.36197586396777,-0.007798520496399286,0.4593624174594879,-0.002105714753270149,24.45842402503729,24.280911644325823,-0.028048494830727577,0.022747443988919258,0.050795938819646835,0.06524219363927841,0.010039757005870342,-0.05520243663340807,0.07101592703847814,0.024864491323289554,-0.04615143571518859,-0.06596837192773819,0.05080288648605347,0.11677125841379166,0.15096090734004974,0.023739902302622795,-0.12722100503742695,0.16474532357468444,0.05607598627445539,-0.10866933730022904,0.01769548104868942,0.01493398026010545,-0.002761500788583969,24.27760180485444,24.11737,-0.16023119938569153
2,7003076680,-0.2746974329727165,0.10876417890849678,0.011749316259631605,0.0051504326146313215,1.10307051529906,1.1182024478912354,0.00017264087941359918,43.88199651613968,-0.003286475221980556,0.6733373403549194,-0.15024308860301971,24.37039637747436,24.37801049228439,0.34587544202804565,0.15589196979999542,-0.18998347222805023,0.13677965104579926,0.14500464498996735,0.00822499394416809,0.3719388314471972,0.21290526841012916,-0.15903356303706803,0.7173579931259155,0.3496651351451874,-0.36769285798072815,0.28480732440948486,0.31759610772132874,0.03278878331184387,0.7718275081512258,0.4723695527612253,-0.29945795539000053,0.09237633827345614,0.07258762018885809,-0.019788718084598048,24.38424117528303,24.324574,-0.05966765843732702
3,7001184867,-0.1871175775088649,0.3021668618264206,-0.0001082836169475354,-0.003375166443095411,0.7607919235606628,0.7552891969680786,0.06817342113464575,65.86458665000082,0.01221540728987236,0.2907528877258301,0.4626541137695313,23.888203718039044,23.026963710926328,0.20964357256889343,0.1244807094335556,-0.08516286313533783,0.333495169878006,0.187071293592453,-0.14642387628555298,0.39391554405914087,0.2247022828264881,-0.16921326123265276,0.38994452357292175,0.24857573211193085,-0.1413687914609909,0.6245052218437195,0.37645450234413147,-0.248050719499588,0.7362496204240694,0.4511184843587659,-0.2851311360653035,0.15059879428233136,0.12872730772668822,-0.021871486555643138,23.06818962973571,23.21914,0.15094946938538456
4,6001754782,-0.005709342233080301,0.004559383444284368,0.00034078242166901695,-0.009106870182688277,0.9151180086353436,0.9070785045623779,0.009068793967500377,80.89189843585223,0.0015045022405162367,0.07340565323829651,-0.032125145196914666,23.13579232208857,23.16779222228062,0.005843973718583584,0.025943107903003693,0.02009913418442011,-0.004285434260964394,-0.00927757192403078,-0.004992137663066387,0.007246859708076532,0.027552099529300066,0.020305239821223533,0.01190901268273592,0.05291619896888733,0.04100718628615141,-0.008801525458693504,-0.01949859783053398,-0.010697072371840477,0.014808491937992703,0.056394320907975984,0.04158582896998328,0.011475875248266989,0.03365857817325557,0.022182702924988584,23.184654855322048,23.156424,-0.028231286596462013
5,7000882760,0.00031216492359055785,-0.05590472760916223,-0.006310700066973153,-0.009119873968652846,0.6747827394793666,0.6748427152633667,4.882415574314347e-05,51.37877948116954,0.005244604387092622,-0.10008963197469713,-0.5213161110877991,24.12634489432434,24.116637549009138,-0.006213941145688295,-0.007821374572813511,-0.0016074334271252155,-0.08460325002670288,-0.10164717584848404,-0.01704392582178116,0.08483114392511089,0.10194764469167931,0.017116500766568427,-0.014614822342991829,-0.019897475838661194,-0.005282653495669365,-0.1886233687400818,-0.22137697041034698,-0.0327536016702652,0.18918871072813534,0.22226936939851552,0.03308065867038018,0.03482949973340272,0.05241802049792789,0.01758852076452517,24.14157840677829,24.221695,0.08011653951077236
6,6000762167,-0.07713049816813021,-0.05275054050433938,-0.003558655714247461,0.009594835530507537,0.6303865234975283,0.6336421966552734,0.006789515138756253,78.56208448571105,0.015822732695580655,0.10836773365736008,-0.017885202541947358,23.51081131109737,23.52328414847425,0.07760623842477798,0.02204718627035618,-0.055559052154421806,-0.04604008048772812,-0.008801387622952461,0.03723869286477566,0.09023534370611092,0.023739057406081707,-0.06649628630002921,0.16463230550289154,0.04705037176609039,-0.11758193373680115,-0.09805072844028473,-0.01931890659034252,0.07873182184994221,0.1916187395921074,0.0508621434386489,-0.1407565961534585,0.06543208846080747,0.02125306515802433,-0.044179023302783144,23.571631378739063,23.608564,0.036932998091991465
7,7000310489,0.1090827986205842,0.01979683288567212,0.003889098498265964,0.001968549015976695,0.4691992497193713,0.4691449403762818,0.0,324.82575289881805,-0.0013560561887289158,-0.17016372084617615,0.0193131510168314,21.97785131176704,21.95440102834169,-0.11062606424093246,-0.050198737531900406,0.06042732670903206,0.022661490365862846,0.0214989110827446,-0.001162579283118248,0.11292328916145249,0.054608757791588566,-0.05831453136986392,-0.23367591202259064,-0.10651420801877975,0.12716170400381088,0.04782430827617645,0.045606501400470734,-0.002217806875705719,0.2385195931609902,0.11586729253701851,-0.12265230062397169,0.06651579856828604,0.03416014701979776,-0.03235565154848828,21.9660162393484,22.086676,0.1206594045724998
8,6007417860,-0.0017558505635370829,-0.030963434820230538,0.01012819451721314,-0.015410257989058831,1.7684597977840144,1.7661087512969968,0.00035735278276360916,53.711314811388036,-0.012887342301179716,0.3268755078315735,-0.43260493874549866,23.891630906259252,23.936755171199685,0.01103864423930645,-0.03188743442296982,-0.04292607866227627,-0.04369254410266876,-0.030166590586304665,0.013525953516364098,0.045065397777070915,0.04389569069602306,-0.001169707081047855,0.02393498085439205,-0.06960874050855637,-0.09354372136294842,-0.09629303961992264,-0.06585754454135895,0.03043549507856369,0.09922314643138518,0.09582584686922738,-0.003397299562157799,0.024535773400686075,0.018620862347034337,-0.005914911053651738,23.925754578211524,23.926056,0.00030132999160059626
9,6002193856,0.11333029254022085,0.13238467662937947,-0.0030008141767611236,0.0021571353395098683,0.996017359985744,0.9963459968566896,4.136334790350027e-06,115.44332252325079,-0.012673829828705685,-0.14268258213996887,0.2065321654081345,22.62597479807688,22.61389849137576,-0.11525700986385345,-0.12005489319562912,-0.004797883331775665,0.13337644934654236,0.2027120441198349,0.06933559477329254,0.1762766449733123,0.23559573470556677,0.05931908973225447,-0.22698646783828735,-0.22480738162994385,0.002179086208343506,0.26247638463974,0.38308754563331604,0.12061116099357605,0.3470111079998025,0.44417837234006474,0.09716726434026224,0.13325909840563327,0.20130659922839525,0.06804750082276198,22.64373514632921,22.689665,0.0459296943690326
