,e1_res_mean,e2_res_mean,e1_res_std,e2_res_std,e1_input,e2_input
0,0.15834680199623108,-0.6533018946647644,0.009982586838304996,0.011776700615882874,-0.19398495122508477,-0.6522742643945904
1,0.04674478992819786,0.14126621186733246,0.008088779635727406,0.008054464124143124,-0.059128624905946704,0.14032947848690508
2,-0.5225281715393066,0.19789835810661316,0.015669194981455803,0.01388627476990223,0.48657878559783035,0.21229084655916786
3,-0.3579109311103821,0.5500369668006897,0.010278861969709396,0.01270535308867693,0.33367451927054065,0.5316336345154755
4,-0.03449716418981552,-0.004713031463325024,0.004097572062164545,0.003906772937625647,0.010735566403984936,-0.009122904172221396
5,-0.008809021674096584,-0.14061233401298523,0.007777499500662088,0.007610270753502846,0.01205251631145268,-0.12952202756331932
6,-0.16456982493400574,-0.08788826316595078,0.005950008984655142,0.005442612338811159,0.16026977848317134,-0.08515772875872393
7,0.19798624515533447,0.045300573110580444,0.006143814418464899,0.005413386970758438,-0.22287576124947678,0.0429681950254577
8,-0.04813070967793465,-0.09367157518863678,0.004910758230835199,0.004849978256970644,-0.016474300042647126,-0.09210534954328767
9,0.20959246158599854,0.26779285073280334,0.006945171393454075,0.007192181423306465,-0.21409297490728416,0.2612729796324253
10,-0.338533878326416,-0.7411771416664124,0.012831463478505611,0.01453291717916727,0.3381981257126254,-0.7407845735768496
11,0.029984813183546066,-0.011211249977350235,0.004457307979464531,0.004319814965128899,-0.0454157435755677,-0.00893228076971114
12,0.18444421887397766,-0.23132386803627014,0.006699802353978157,0.006738712545484304,-0.1660926998484303,-0.22941068765727635
13,0.08635587245225906,0.1709795892238617,0.009609178639948368,0.009267660789191723,-0.1151109958393064,0.16581389231356378
14,-0.024850618094205856,-0.20388679206371307,0.005291768349707127,0.00542892049998045,0.022871362646078364,-0.20370081530660655
15,0.006842292845249176,0.02438673935830593,0.015436277724802494,0.014071566984057426,0.005068332397240529,0.03407684004492664
16,0.0241616852581501,-0.036708615720272064,0.0051025873981416225,0.004780893214046955,-0.04242261776058352,-0.03604598124295677
17,-0.1563940942287445,0.04074326157569885,0.005256135482341051,0.004893179051578045,0.13128443774854975,0.04092891944086169
18,-0.03443124145269394,-0.007749298121780157,0.0053750090301036835,0.005141468718647957,0.018528799526074283,-0.0017753513542543846
19,0.5980992317199707,0.21478316187858582,0.014174675568938255,0.01216395664960146,-0.5867294313360186,0.21690520798276733
20,0.0911082923412323,-0.173319011926651,0.005066100042313337,0.005237046163529158,-0.1388540743501199,-0.17256386686766478
21,-0.2170584499835968,-0.2636871039867401,0.0081098023802042,0.007951841689646244,0.2083574964495393,-0.2624536448506692
22,-0.06541436165571213,-0.07008955627679825,0.0069835907779634,0.006567133590579033,0.09009414236302504,-0.05823133960838734
23,-0.14387261867523193,0.3063393533229828,0.009052990935742855,0.009881881065666676,0.13776516989393828,0.3196112581361168
24,0.05083147808909416,-0.04646024852991104,0.005962235853075981,0.00550086610019207,-0.06327406550937582,-0.047165083774125954
25,-0.06971848011016846,0.012353604659438133,0.004158039577305317,0.003994142636656761,0.050317706095435046,0.008473566112729081
26,-0.14662492275238037,0.3079701066017151,0.009599641896784306,0.009966869838535786,0.13776516989393828,0.3196112581361168
27,-0.17960664629936218,-0.03763191029429436,0.006305505521595478,0.005669071339070797,0.16089754849280347,-0.03681332438380293
28,-0.10384814441204071,-0.22266682982444763,0.005862187594175339,0.0059956940822303295,0.03512278104023765,-0.22106317573429118
29,0.1381484568119049,0.03784924000501633,0.0052708773873746395,0.004921181593090296,-0.1828161365290007,0.039512802817050205
30,-0.04326052591204643,0.02909785509109497,0.007462919224053621,0.0070176818408071995,-0.026335638046065812,0.032998981457348066
31,-0.07637003064155579,-0.02961406484246254,0.0048213619738817215,0.004722095560282469,0.056404788505658096,-0.028089541868605582
32,-0.011423428542912006,-0.258432000875473,0.0065370965749025345,0.006739586126059294,-0.05677251536912779,-0.2556079170009189
33,-0.29233938455581665,-0.10852114856243134,0.007135876454412937,0.006341046188026667,0.31838645630984364,-0.11443098917196723
34,0.09250824898481369,0.14214634895324707,0.004869633819907904,0.004824058618396521,-0.14272731395296034,0.14012801269114736
35,-0.3686543405056,-0.07996709644794464,0.009014748968183994,0.007849409244954586,0.25421533130865465,-0.08156665367888392
36,-0.27889588475227356,0.3878975212574005,0.008046162314713001,0.008887193165719509,0.24616428675993443,0.3819549650426194
37,-0.00807794276624918,0.5747360587120056,0.008944491855800152,0.011445832438766956,-0.011428224040339796,0.575313817256019
38,0.5310344099998474,-0.021360309794545174,0.01110095251351595,0.008726346306502819,-0.5733489855436549,-0.015724263141960668
39,0.10721516609191895,0.049073200672864914,0.005800663027912378,0.005345684476196766,-0.1217223062511441,0.05304137895690413
40,0.07980223000049591,-0.5919979214668274,0.009465856477618217,0.010907776653766632,-0.11271577665274847,-0.5789001855980144
41,-0.049899689853191376,-0.02130643092095852,0.004066734109073877,0.003975022584199905,0.028625980960007555,-0.01832610251210222
42,0.03043559193611145,0.2751016616821289,0.011637525632977486,0.012308814562857151,-0.03194456131720981,0.2743290851135689
43,-0.2053854912519455,0.0902499184012413,0.00583407748490572,0.005496318452060223,0.2095030912272126,0.09240654786163176
44,0.05540061742067337,0.027369961142539978,0.0053018867038190365,0.005035494454205036,0.07189480595589176,0.025940405564714417
45,-0.09297565370798111,-0.016888104379177094,0.007334182504564524,0.0068383668549358845,0.024859301811791475,-0.02588636678844717
46,-0.19065465033054352,-0.05370951443910599,0.005496146623045206,0.005023094825446606,0.16621682157551404,-0.054045355686142216
47,0.04757649824023247,-0.21415583789348602,0.0053093936294317245,0.005593044683337212,-0.07244184888567373,-0.2086618163479693
48,0.15249250829219818,-0.050113171339035034,0.009741973131895065,0.008572314865887165,-0.18447456291573927,-0.05696821747931389
49,0.024616191163659096,-0.41719698905944824,0.007616784889250994,0.008621670305728912,-0.03982667367043585,-0.41100318489805127
50,-0.21645918488502502,-0.1459832340478897,0.006399697158485651,0.00599890248849988,0.19422010062025488,-0.1482327786576026
51,-0.049002207815647125,-0.041059982031583786,0.004133910872042179,0.003966915886849165,0.009956801653407244,-0.03943254463024618
52,-0.07148326933383942,-0.29885709285736084,0.0074808597564697266,0.007739300839602947,0.10232571489590545,-0.2937940038479965
53,0.13631592690944672,-0.11393389850854874,0.004967793822288513,0.004677761346101761,-0.18193046163380433,-0.10705300421308196
54,-0.062180180102586746,-0.23941712081432343,0.0063967714086174965,0.00664392439648509,0.021043325106441513,-0.21524876370791723
55,-0.15028057992458344,-0.5648276209831238,0.009148051030933857,0.01066397875547409,0.13509508724307537,-0.5571302241269764
56,0.11402386426925659,-0.0026726091746240854,0.004892726894468069,0.004603555891662836,-0.12185982889978902,-0.0006494210926347787
57,0.009332580491900444,0.05000869184732437,0.004087891895323992,0.004044891335070133,-1.0716123594589577e-05,0.04688751366388753
58,-0.07416651397943497,0.032356146723032,0.00422606710344553,0.004094140604138374,-0.04496943935856809,0.02710419713346894
59,-0.03841931372880936,-0.0535971038043499,0.004393696319311857,0.0041912212036550045,-0.04099203342834515,-0.054122304221428365
60,-0.47070103883743286,-0.47392767667770386,0.012459801509976387,0.01239791326224804,0.44464046605137786,-0.47849587826593043
61,0.1317535936832428,0.016959598287940025,0.0051351734437048435,0.0047439387999475,-0.13234347589976753,0.01752159703376007
62,-0.08517326414585114,0.22805353999137878,0.005333416163921356,0.0057880934327840805,0.04295815311795337,0.2218767625140106
63,-0.027721961960196495,-0.02710719034075737,0.003826281987130642,0.0036905440501868725,-0.016060343362876598,-0.024170651614186772
64,0.3178360164165497,-0.6889601945877075,0.01335468702018261,0.015069294720888138,-0.3532040136456569,-0.6804268621221017
65,0.17487265169620514,0.22858424484729767,0.025896763429045677,0.024678468704223633,-0.227503558421443,0.2962763761169005
66,-0.054271794855594635,-0.19319607317447662,0.005088357254862785,0.005152153316885233,0.025995451604840174,-0.18649004197413288
67,-0.05626532435417175,-0.1096823588013649,0.004783965181559324,0.004709063563495874,0.03730533287389591,-0.11015693129913598
68,-0.08896079659461975,0.017156627029180527,0.009914583526551723,0.009382948279380798,0.02306470842641322,0.023894324774257042
69,-0.17275111377239227,-0.3354951739311218,0.008930705487728119,0.00943780317902565,0.15641776201437715,-0.3261977087062
70,-0.00018614964210428298,0.10641048103570938,0.004205170087516308,0.004288514144718647,0.014576921695952254,0.10355712134539816
71,-0.3196675777435303,-0.20205092430114746,0.013512235134840012,0.011501708067953587,0.2891764583088947,-0.18248753281391397
72,0.3472888469696045,0.5219127535820007,0.01288821641355753,0.01376533042639494,-0.3453173012673598,0.5072199441482784
73,-0.6831924319267273,-0.15261465311050415,0.013078207150101662,0.010287477634847164,0.663498539070839,-0.15119074647773229
74,0.01898089423775673,-0.035127632319927216,0.005313862580806017,0.0049737547524273396,-0.09514697679580665,-0.02873864330850515
75,-0.43651971220970154,-0.4390060007572174,0.011399517767131329,0.011623931117355824,0.3818608933145669,-0.4492313367348697
76,0.059343449771404266,-0.013862356543540955,0.007191604934632778,0.006604141090065241,-0.07558378813699254,-0.02474455886588498
